pitch,spectral_centroid,zcr,mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12,mfcc_13
808.33685,2750.939476724166,0.05880551926845199,-435.868,129.61429,11.928988,45.84624,9.004172,29.492626,-5.65464,6.109964,-3.8920283,-10.82201,7.8525887,-8.14922,-1.1143491
